	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:1105:10811:9345;size=6;	0	0	0	0	0	0	0	0	0	26	409	43	3	20	0	0
M02144:85:000000000-B48VY:1:1105:11415:5588;size=1;	0	0	0	31	17	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:11420:17687;size=1;	0	0	0	0	0	0	0	15	4	0	0	0	15	0	0	0
M02144:85:000000000-B48VY:1:1105:11473:16574;size=1;	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:11696:8463;size=1;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:12293:11629;size=1;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:12561:7885;size=1;	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:12704:22441;size=1;	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:13494:19908;size=1;	0	0	0	0	0	23	14	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:13557:19166;size=1;	0	0	0	93	89	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:13685:16747;size=1;	0	0	0	0	0	0	0	495	323	0	0	1	142	0	0	0
M02144:85:000000000-B48VY:1:1105:13776:10573;size=2;	0	0	0	0	0	3	22	0	0	0	0	0	1	42	0	13
M02144:85:000000000-B48VY:1:1105:13860:18344;size=1;	3	0	45	2	3	3	1	3964	4475	0	3	32	4247	834	16	0
M02144:85:000000000-B48VY:1:1105:15261:4686;size=1;	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1105:15390:12092;size=4;	0	0	0	1	0	24	0	6	2	1	1	33	1	20	0	0
M02144:85:000000000-B48VY:1:1105:15468:9229;size=1;	0	0	0	0	0	26	13	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:15892:15978;size=1;	0	0	0	0	0	0	0	0	0	85	94	31	0	0	0	0
M02144:85:000000000-B48VY:1:1105:16242:11182;size=1;	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:16294:19169;size=1;	0	0	0	1	0	29	29	0	0	129	0	48	0	0	0	0
M02144:85:000000000-B48VY:1:1105:16425:20457;size=1;	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:17199:14553;size=1;	0	0	0	0	0	0	0	47	55	0	0	0	5	4	0	0
M02144:85:000000000-B48VY:1:1105:17418:10801;size=1;	0	0	0	0	0	0	0	6	1	0	0	0	14	0	0	0
M02144:85:000000000-B48VY:1:1105:17611:24705;size=1;	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:18627:10793;size=1;	0	0	0	0	0	0	0	7	3	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1105:18740:17398;size=1;	63	27	426	24	183	14475	13940	15	43	363	37	3177	43	30	114862	1300
M02144:85:000000000-B48VY:1:1105:18771:17678;size=1;	0	0	0	0	0	0	0	13	6	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1105:18782:20562;size=1;	1	0	0	0	0	0	0	0	0	263	0	26	0	0	0	0
M02144:85:000000000-B48VY:1:1105:18892:17712;size=1;	0	0	0	0	0	0	0	3	3	0	0	0	25	13	0	0
M02144:85:000000000-B48VY:1:1105:20193:16536;size=3;	0	0	0	1605	263	0	0	0	0	0	0	0	0	1	1	1
M02144:85:000000000-B48VY:1:1105:20321:23743;size=1;	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:20662:3086;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0	0
M02144:85:000000000-B48VY:1:1105:20869:16175;size=1;	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:21185:11864;size=1;	7	11	154	41	35	20	7	818	628	13	60	1377	3178	21119	3	5
M02144:85:000000000-B48VY:1:1105:21777:8831;size=2;	0	0	0	45	33	0	0	0	0	17	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:21856:20469;size=1;	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:21859:23604;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:22142:24208;size=1;	0	0	0	0	0	37	12	0	0	1	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1105:22232:8350;size=1;	5	1	181	1	7	6	3	10248	11247	1	3	43	10505	1711	27	3
M02144:85:000000000-B48VY:1:1105:22313:24933;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:22369:18215;size=5;	0	0	0	0	0	0	0	0	0	21	176	130	1	0	0	0
M02144:85:000000000-B48VY:1:1105:22910:4059;size=1;	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1105:23092:17271;size=1;	0	0	0	0	0	0	0	47	75	0	0	0	2	2	0	0
M02144:85:000000000-B48VY:1:1105:25831:19885;size=1;	0	0	0	0	0	0	0	21	18	0	0	0	57	61	0	0
M02144:85:000000000-B48VY:1:1105:27113:18765;size=1;	0	0	0	0	0	0	0	1	2	0	2	0	59	72	0	0
M02144:85:000000000-B48VY:1:1105:27408:10961;size=1;	0	0	0	0	0	0	0	0	0	70	0	6	0	0	0	0
M02144:85:000000000-B48VY:1:1105:28581:11762;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1105:28883:17112;size=1;	0	0	0	0	0	0	0	0	0	175	20	5	0	0	0	0
M02144:85:000000000-B48VY:1:1105:3584:19428;size=1;	0	0	0	0	0	0	0	84	31	0	0	0	15	0	0	0
M02144:85:000000000-B48VY:1:1105:4514:9092;size=1;	0	0	0	0	0	0	0	0	0	22	429	5	0	0	0	0
M02144:85:000000000-B48VY:1:1105:4615:19676;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	6	67	0	0
M02144:85:000000000-B48VY:1:1105:5157:12340;size=1;	0	0	0	0	0	0	0	213	131	0	0	1	185	228	0	0
M02144:85:000000000-B48VY:1:1105:5493:12070;size=1;	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0
M02144:85:000000000-B48VY:1:1105:5523:8001;size=3;	0	9	0	15	5	17	7	234	45	2	0	85	0	12	0	5
M02144:85:000000000-B48VY:1:1105:5804:4722;size=1;	0	0	0	0	0	0	0	3	2	0	0	0	23	0	0	0
M02144:85:000000000-B48VY:1:1105:6137:17042;size=1;	0	0	0	0	0	0	0	0	0	0	0	2	7	94	0	0
M02144:85:000000000-B48VY:1:1105:6235:7274;size=1;	0	0	1	0	0	53	14	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:1105:7208:12627;size=1;	2	16	0	27	17	6397	1867	472	618	1	0	959	43	249	0	3
M02144:85:000000000-B48VY:1:1105:7416:7615;size=1;	1	0	0	3	0	0	0	0	0	799	2	1	0	0	0	0
M02144:85:000000000-B48VY:1:1105:8010:22484;size=1;	0	0	0	0	0	1	0	178	53	0	0	0	15	3	0	0
M02144:85:000000000-B48VY:1:1105:8379:5994;size=1;	0	0	0	22	27	0	0	0	0	0	0	0	0	0	0	13
M02144:85:000000000-B48VY:1:1105:9749:3101;size=1;	0	0	0	0	0	359	357	0	0	0	0	1	1	0	0	1
M02144:85:000000000-B48VY:1:1105:9834:9078;size=1;	0	0	0	0	0	78	3	0	0	0	0	1	1	15	0	0
M02144:85:000000000-B48VY:1:1106:10192:20486;size=1;	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:10637:13194;size=2;	0	0	0	161	91	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:11028:13642;size=1;	0	0	0	18	7	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:11166:2600;size=1;	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:11293:15434;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:11973:19334;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:12170:7795;size=1;	0	37	0	4	0	0	0	12	3	0	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:1106:12887:23649;size=1;	0	0	0	0	0	0	0	11	5	0	0	0	79	76	0	0
M02144:85:000000000-B48VY:1:1106:13385:15400;size=1;	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:1106:13539:21681;size=1;	0	0	0	220	48	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1106:14046:22303;size=1;	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:14319:20742;size=1;	0	0	0	0	0	240	182	3	5	3	0	39	28	300	1	0
M02144:85:000000000-B48VY:1:1106:14388:19816;size=1;	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:14761:4630;size=1;	1	0	0	0	0	0	0	23	22	0	0	1	147	184	0	0
M02144:85:000000000-B48VY:1:1106:14885:6727;size=1;	0	0	0	0	0	0	0	25	5	0	0	0	4	10	0	0
M02144:85:000000000-B48VY:1:1106:15340:10941;size=1;	0	0	0	0	0	0	0	3	2	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1106:16085:21516;size=4;	0	0	0	0	0	0	0	0	0	77	13	32	0	0	0	0
M02144:85:000000000-B48VY:1:1106:16533:21750;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:1106:16712:22334;size=1;	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1106:16733:10919;size=1;	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:17035:23248;size=1;	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:17365:18798;size=1;	0	0	1	4	6	4	5	14	3	27	176	148	113	973	0	1
M02144:85:000000000-B48VY:1:1106:17796:19210;size=1;	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:18350:21407;size=1;	0	0	0	0	0	0	0	210	79	0	0	1	312	0	8	0
M02144:85:000000000-B48VY:1:1106:18640:10930;size=1;	0	0	0	0	0	0	0	30	35	0	0	1	121	105	0	0
M02144:85:000000000-B48VY:1:1106:19285:10151;size=1;	0	0	0	0	0	0	0	117	105	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:19291:7923;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	21	33	0	0
M02144:85:000000000-B48VY:1:1106:19510:1627;size=1;	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:1106:19694:10040;size=1;	0	0	0	0	0	0	0	102	124	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:19963:16584;size=1;	0	0	0	0	0	0	0	8	8	0	1	0	98	53	0	0
M02144:85:000000000-B48VY:1:1106:20301:2168;size=1;	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:20656:6112;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0
M02144:85:000000000-B48VY:1:1106:21343:7644;size=1;	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:21370:4797;size=1;	0	0	0	0	0	0	0	33	37	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1106:21479:11901;size=1;	0	0	0	0	0	46	10	1	0	0	0	0	0	3	0	0
M02144:85:000000000-B48VY:1:1106:21556:24936;size=2;	167	173	754	491	1031	269521	213303	146	248	977	79	42866	716	3099	185	68
M02144:85:000000000-B48VY:1:1106:21680:18635;size=1;	12	13	1	71731	22061	19	11	17	5	5	6	16	6	7	12	6
M02144:85:000000000-B48VY:1:1106:22108:20673;size=1;	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:22378:10992;size=1;	0	0	0	0	0	41	43	0	0	0	0	941	0	0	0	0
M02144:85:000000000-B48VY:1:1106:22389:15462;size=1;	0	0	0	0	1	0	0	0	0	163	389	37	0	0	0	0
M02144:85:000000000-B48VY:1:1106:22428:12630;size=1;	34786	51048	6	40	16	75	5	9	2	2	4	4	3	1	4	1
M02144:85:000000000-B48VY:1:1106:22462:15423;size=1;	0	0	0	192	137	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:23221:4775;size=1;	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
M02144:85:000000000-B48VY:1:1106:23511:14276;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	16	56	0	0
M02144:85:000000000-B48VY:1:1106:23572:11448;size=1;	0	0	0	0	1	0	0	0	0	442	6	30	1	0	0	0
M02144:85:000000000-B48VY:1:1106:23593:8913;size=1;	1	0	0	0	1	2	0	38	44	0	0	1	0	4	0	0
M02144:85:000000000-B48VY:1:1106:24208:11606;size=1;	0	0	0	0	0	1	0	0	0	294	5	1	0	0	0	0
M02144:85:000000000-B48VY:1:1106:24794:20255;size=1;	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:2589:14225;size=1;	0	0	0	0	0	0	0	1	4	0	0	0	91	3	0	0
M02144:85:000000000-B48VY:1:1106:25969:14855;size=1;	0	0	0	0	0	0	1	0	0	0	0	1	2	82	0	0
M02144:85:000000000-B48VY:1:1106:26232:13028;size=1;	4	0	1	21	19	4	1	17	3	98	754	75	705	4732	649	49
M02144:85:000000000-B48VY:1:1106:27609:16793;size=1;	0	0	0	0	0	0	0	16	3	0	0	0	0	8	0	0
M02144:85:000000000-B48VY:1:1106:2856:16095;size=1;	0	0	0	0	0	0	0	0	0	9	3	14	0	0	0	0
M02144:85:000000000-B48VY:1:1106:28639:11620;size=1;	0	0	0	56	47	0	0	2	0	0	0	0	10	30	0	0
M02144:85:000000000-B48VY:1:1106:4772:15903;size=1;	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:4811:19183;size=1;	0	0	0	0	0	24	12	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1106:6851:18362;size=1;	0	0	0	57	22	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:7085:11265;size=1;	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1106:9144:5477;size=1;	0	0	0	0	0	0	0	48	11	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:1106:9809:21561;size=1;	0	0	0	0	0	70	65	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:10791:14391;size=1;	0	0	0	0	0	0	1	0	0	72	10	84	0	1	0	0
M02144:85:000000000-B48VY:1:1107:12196:6997;size=1;	0	0	0	0	0	0	0	0	0	23	12	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:12288:16429;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	6	12	0	0
M02144:85:000000000-B48VY:1:1107:13660:20017;size=1;	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1107:13839:12241;size=1;	0	0	0	19	6	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:15601:6801;size=1;	0	0	0	1	6	1	1	1	0	3	0	3	29	221	1	0
M02144:85:000000000-B48VY:1:1107:15683:10794;size=1;	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:16121:16366;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1107:16212:20092;size=1;	0	0	0	0	0	0	0	0	0	1	46	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:16577:22775;size=1;	0	0	0	0	0	0	0	0	0	2	48	1	0	0	0	0
M02144:85:000000000-B48VY:1:1107:16742:19731;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	3	42	0	0
M02144:85:000000000-B48VY:1:1107:17088:8973;size=1;	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:17116:16098;size=1;	2	0	94	4	3	0	2	6530	6938	1	1	39	6900	1126	18	1
M02144:85:000000000-B48VY:1:1107:18726:5882;size=2;	0	0	0	0	0	0	0	0	0	6	26	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:18887:17757;size=1;	0	0	0	0	1	66	29	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:20612:23259;size=1;	0	0	0	5	10	0	0	0	0	15	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:20725:19892;size=1;	0	0	0	115	50	0	0	0	0	3	28	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:21495:13188;size=1;	0	0	0	2	0	0	0	8	0	0	0	0	59	11	0	0
M02144:85:000000000-B48VY:1:1107:21643:6334;size=1;	0	0	0	245	196	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:21926:15134;size=1;	0	0	0	0	0	0	0	0	0	11	254	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:23023:9087;size=1;	7	1	164	8	9	9	4	16281	11632	6	5	123	19774	706	167	2
M02144:85:000000000-B48VY:1:1107:23365:9810;size=1;	0	0	0	10	14	0	0	0	0	15	152	22	0	0	0	0
M02144:85:000000000-B48VY:1:1107:23376:3111;size=1;	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:24029:14613;size=2;	0	0	0	0	0	0	0	429	100	0	0	3	127	13	0	0
M02144:85:000000000-B48VY:1:1107:24741:13166;size=1;	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:25777:20445;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	2	61	0	0
M02144:85:000000000-B48VY:1:1107:26280:22054;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	109	0	0
M02144:85:000000000-B48VY:1:1107:26853:11242;size=1;	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:27499:20522;size=1;	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:27750:19234;size=1;	1	0	0	0	0	0	1	757	352	0	0	1	678	9	0	1
M02144:85:000000000-B48VY:1:1107:3584:15396;size=1;	0	0	0	0	1	1	0	56	66	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:4489:21186;size=1;	0	0	0	0	0	0	0	12	9	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1107:4536:10569;size=1;	0	0	0	0	0	0	0	7	3	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1107:4649:11228;size=1;	0	0	0	1820	1189	1	1	0	0	0	1	0	0	2	0	2
M02144:85:000000000-B48VY:1:1107:4967:12806;size=1;	0	0	0	0	0	0	0	0	0	2	1	3	0	5	0	0
M02144:85:000000000-B48VY:1:1107:5076:10411;size=1;	0	0	0	0	0	0	0	0	0	41	5	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:5932:11505;size=2;	0	0	0	0	0	0	0	0	0	40	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:6812:9589;size=1;	0	0	0	22	13	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:7214:8247;size=1;	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:8950:6241;size=1;	0	0	0	0	0	1	0	0	0	0	1	32	0	0	0	0
M02144:85:000000000-B48VY:1:1107:9312:22550;size=1;	0	0	0	6	8	68	83	31	9	39	639	2962	5	23	0	0
M02144:85:000000000-B48VY:1:1107:9414:19482;size=2;	0	0	0	0	0	0	0	0	0	24	3	41	0	0	0	0
M02144:85:000000000-B48VY:1:1107:9431:8130;size=1;	0	0	0	1	1	0	0	81	59	73	10	113	0	0	0	0
M02144:85:000000000-B48VY:1:1107:9880:7512;size=1;	0	0	0	840	364	0	0	0	0	8	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1107:9908:10260;size=1;	0	0	0	0	0	0	0	0	0	63	0	13	0	0	0	0
M02144:85:000000000-B48VY:1:1107:9934:7401;size=1;	0	0	0	0	0	125	76	0	0	16	0	59	0	0	0	0
M02144:85:000000000-B48VY:1:1107:9951:4925;size=1;	0	61	0	24	5	2	0	53	13	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1108:10103:11362;size=1;	0	0	0	62	18	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:10375:16997;size=1;	0	0	0	0	0	0	0	394	444	0	0	1	11	35	0	0
M02144:85:000000000-B48VY:1:1108:10481:13557;size=1;	0	0	0	0	0	20	4	0	0	0	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:1108:11119:14242;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1108:11275:19718;size=1;	0	0	0	0	0	0	0	0	0	36	25	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:11278:19534;size=1;	0	0	0	56	63	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:11592:8081;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	4	1	0	0
M02144:85:000000000-B48VY:1:1108:12087:5641;size=1;	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
M02144:85:000000000-B48VY:1:1108:12377:16534;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1108:12550:24123;size=1;	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:13284:20988;size=1;	0	0	0	63	15	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:13546:15510;size=1;	0	0	0	2	1	0	0	0	0	4	10	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:14331:20746;size=1;	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:15373:19444;size=1;	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:15773:9520;size=1;	0	0	0	6	14	0	0	0	0	0	0	0	0	1	0	5
M02144:85:000000000-B48VY:1:1108:16162:17108;size=1;	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:17255:10998;size=1;	0	0	0	0	0	0	0	44	14	0	0	2	170	117	0	0
M02144:85:000000000-B48VY:1:1108:17714:2212;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:18973:1381;size=1;	0	0	0	30	70	0	0	0	0	26	0	0	0	0	0	5
M02144:85:000000000-B48VY:1:1108:20062:17719;size=1;	0	0	0	0	0	34	8	0	0	0	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:1108:20369:13417;size=1;	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:21840:8082;size=1;	0	0	0	0	0	0	0	12	10	0	0	0	19	0	0	0
M02144:85:000000000-B48VY:1:1108:22002:22840;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	280	32	0	0
M02144:85:000000000-B48VY:1:1108:22050:14823;size=1;	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:22195:15761;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M02144:85:000000000-B48VY:1:1108:22269:4548;size=1;	0	0	0	159	91	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:22551:17075;size=1;	0	0	0	1	0	0	0	618	434	0	0	2	320	9	0	0
M02144:85:000000000-B48VY:1:1108:23249:16911;size=1;	0	0	0	0	0	0	0	0	0	524	28	25	0	1	0	0
M02144:85:000000000-B48VY:1:1108:23386:11841;size=1;	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:24027:4092;size=2;	0	0	0	0	0	0	0	0	0	58	183	32	0	0	0	0
M02144:85:000000000-B48VY:1:1108:25643:18562;size=1;	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:27115:12935;size=1;	0	0	0	1	6	4	6	0	0	0	0	4326	1	0	0	0
M02144:85:000000000-B48VY:1:1108:27322:10896;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	9	33	0	0
M02144:85:000000000-B48VY:1:1108:28656:13798;size=1;	1	4	0	1137	701	5	1	514	60	15168	4382	2208	8	3	1	6
M02144:85:000000000-B48VY:1:1108:3829:19282;size=1;	0	0	0	266	42	0	0	0	0	2	36	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:4676:12112;size=1;	0	0	0	3	2	0	0	127	80	350	167	164	2	0	0	0
M02144:85:000000000-B48VY:1:1108:4780:15927;size=1;	0	0	0	0	0	20	34	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:5679:14833;size=1;	0	0	0	0	1	0	0	0	0	359	20	3	0	0	0	0
M02144:85:000000000-B48VY:1:1108:6126:7831;size=1;	0	0	0	1	2	1	0	15	1	51	71	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:6131:10473;size=1;	0	0	0	0	0	4	2	0	1	16	0	14	0	0	222	0
M02144:85:000000000-B48VY:1:1108:6750:11480;size=1;	0	0	0	0	0	0	0	0	0	21	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:6829:10132;size=1;	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:7409:5651;size=1;	0	0	0	159	89	1	0	5	3	733	11	15	0	0	7	0
M02144:85:000000000-B48VY:1:1108:7662:6216;size=1;	68	1	0	37	165	71	68	5	20	399	128	1078	40	6	141373	4
M02144:85:000000000-B48VY:1:1108:7700:10842;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1108:7980:21889;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
M02144:85:000000000-B48VY:1:1108:8410:7637;size=1;	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
M02144:85:000000000-B48VY:1:1108:9156:3758;size=2;	0	0	0	0	1	11	1	0	0	0	0	395	0	0	0	0
M02144:85:000000000-B48VY:1:1108:9192:19316;size=1;	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:9595:23150;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1108:9812:18622;size=1;	0	0	0	0	0	0	0	55	40	0	0	0	0	1	0	0
