	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:2115:17312:14454;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17371:17509;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:2115:17560:22131;size=1;	0	0	0	33	24	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17581:5305;size=1;	0	0	0	121	48	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17686:5471;size=1;	10	1	1	2	11	12	18	0	0	0	1	27	2	1	11169	0
M02144:85:000000000-B48VY:1:2115:17695:23184;size=1;	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17832:2147;size=1;	0	0	0	0	1	0	0	0	0	28	79	21	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17952:21973;size=1;	0	0	1	1313	558	0	0	2	0	4	0	2	0	1	0	1
M02144:85:000000000-B48VY:1:2115:17959:6999;size=1;	0	0	0	13	5	3	0	21	30	0	0	3	61	307	0	1
M02144:85:000000000-B48VY:1:2115:17976:18969;size=1;	0	0	0	4	3	0	0	0	0	60	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17984:19931;size=1;	0	0	2	0	0	1	0	229	206	0	0	0	96	13	0	0
M02144:85:000000000-B48VY:1:2115:18248:4007;size=1;	0	0	0	0	4	0	0	13	1	0	0	0	0	4	0	0
M02144:85:000000000-B48VY:1:2115:18334:9060;size=1;	0	0	0	0	0	129	104	0	0	0	0	0	0	1	1	0
M02144:85:000000000-B48VY:1:2115:18454:15830;size=1;	0	0	0	0	0	0	0	1	0	517	185	28	0	0	2	0
M02144:85:000000000-B48VY:1:2115:18466:21039;size=1;	0	0	0	0	0	0	0	9	5	0	0	0	14	0	0	0
M02144:85:000000000-B48VY:1:2115:18522:16726;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2115:18556:21398;size=1;	0	0	1	198	100	0	0	0	1	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2115:18625:14702;size=1;	0	0	0	0	0	0	0	7	4	0	0	0	42	3	0	0
M02144:85:000000000-B48VY:1:2115:18806:16806;size=1;	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:18820:4041;size=1;	0	5	0	2	1	1	0	4	1	0	0	18	0	0	0	0
M02144:85:000000000-B48VY:1:2115:19164:6576;size=1;	0	0	0	39	11	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:19547:19965;size=1;	0	0	0	0	0	0	0	28	27	0	0	0	35	0	0	0
M02144:85:000000000-B48VY:1:2115:19566:20164;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:19664:8391;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
M02144:85:000000000-B48VY:1:2115:19763:23921;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:19832:5122;size=1;	0	0	0	0	0	0	0	149	64	0	0	0	190	0	0	0
M02144:85:000000000-B48VY:1:2115:19854:17332;size=1;	0	0	0	0	0	0	0	18	11	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:19883:20106;size=1;	0	0	0	231	183	1	0	60	28	184	0	91	2	16	0	0
M02144:85:000000000-B48VY:1:2115:19955:19476;size=1;	0	0	0	0	0	1	0	0	0	220	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:20121:19955;size=1;	0	0	0	41	76	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:20290:11672;size=1;	0	0	0	334	288	0	0	1	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:20496:3798;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2115:20697:15134;size=1;	0	0	0	37	88	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:20722:16680;size=1;	0	0	0	0	0	148	215	0	1	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2115:20912:9050;size=1;	0	0	0	0	0	0	0	0	1	596	0	23	0	0	2	0
M02144:85:000000000-B48VY:1:2115:21107:3227;size=2;	0	0	0	3	0	82	42	0	0	0	0	38	0	0	0	0
M02144:85:000000000-B48VY:1:2115:21458:13045;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	22	2	0	0
M02144:85:000000000-B48VY:1:2115:21554:18140;size=1;	0	0	0	651	297	0	0	1	0	1	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:2115:21765:12021;size=1;	0	0	0	0	0	0	0	159	141	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:2115:21894:10049;size=1;	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:22065:4445;size=1;	0	0	0	0	0	0	0	38	19	0	0	0	7	3	0	0
M02144:85:000000000-B48VY:1:2115:22166:8045;size=2;	0	0	0	0	0	1	0	300	192	0	0	0	313	11	1	0
M02144:85:000000000-B48VY:1:2115:22190:13736;size=1;	2	0	0	1	1	47	29	0	0	0	0	3	0	0	94	5
M02144:85:000000000-B48VY:1:2115:22261:6132;size=1;	0	0	0	0	1	0	0	0	0	32	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:22358:16271;size=1;	2	0	0	2	1	0	0	1596	937	0	0	10	2217	2	1	0
M02144:85:000000000-B48VY:1:2115:22505:15131;size=1;	1	0	7	2315	1134	0	3	1	1	5	0	1	0	0	1	0
M02144:85:000000000-B48VY:1:2115:22631:23480;size=1;	0	0	0	0	0	1	0	2	2	0	0	0	2	2	0	0
M02144:85:000000000-B48VY:1:2115:22690:14239;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0
M02144:85:000000000-B48VY:1:2115:22760:14650;size=1;	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:22828:9344;size=1;	2	0	0	1649	2489	3	0	1	0	0	1	0	1	2	1	1
M02144:85:000000000-B48VY:1:2115:23031:23978;size=2;	0	0	0	0	1	64	57	1	0	1	16	580	0	0	0	0
M02144:85:000000000-B48VY:1:2115:23208:15002;size=1;	1	0	0	1	1	308	328	1	1	1	10	0	0	0	1	0
M02144:85:000000000-B48VY:1:2115:23358:15895;size=1;	0	0	0	1	1	1	1	0	0	0	1	7	0	0	0	0
M02144:85:000000000-B48VY:1:2115:23599:15582;size=1;	0	0	0	0	1	0	0	0	0	14	300	2	0	0	1	0
M02144:85:000000000-B48VY:1:2115:23689:8579;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2115:23801:13353;size=1;	0	0	0	1	0	0	0	1	0	211	13	9	1	0	0	1
M02144:85:000000000-B48VY:1:2115:23850:21247;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	32	120	0	0
M02144:85:000000000-B48VY:1:2115:24042:4100;size=1;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:24064:16541;size=1;	0	0	0	0	0	0	0	5	7	0	0	0	0	5	0	0
M02144:85:000000000-B48VY:1:2115:24156:11905;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0
M02144:85:000000000-B48VY:1:2115:24274:19174;size=1;	0	0	0	0	1	0	0	4	3	0	0	0	118	3	0	0
M02144:85:000000000-B48VY:1:2115:24339:17676;size=1;	0	0	0	0	0	40	19	0	0	0	0	1	1	0	0	0
M02144:85:000000000-B48VY:1:2115:24543:21741;size=1;	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:2115:24646:8010;size=1;	0	0	0	91	69	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:24653:18578;size=1;	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0
M02144:85:000000000-B48VY:1:2115:24670:8175;size=4;	0	0	0	0	0	0	0	5	4	0	0	2	187	52	0	0
M02144:85:000000000-B48VY:1:2115:25197:22364;size=1;	0	0	0	262	219	0	3	0	0	6	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2115:25270:15117;size=2;	0	0	0	0	0	238	138	0	0	0	0	2	0	1	1	0
M02144:85:000000000-B48VY:1:2115:25373:18940;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	71
M02144:85:000000000-B48VY:1:2115:25461:19888;size=1;	0	0	0	1	1	0	0	0	0	49	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:25789:22660;size=1;	0	0	0	0	0	0	0	9	7	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:2115:25800:11703;size=1;	0	0	0	0	0	0	0	4	1	0	0	1	125	35	0	0
M02144:85:000000000-B48VY:1:2115:25823:5066;size=1;	0	1	0	0	0	123	82	0	0	7	1	1	0	1	0	0
M02144:85:000000000-B48VY:1:2115:25834:19397;size=1;	0	0	0	54	69	0	0	0	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:2115:26053:16409;size=1;	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:26219:17805;size=1;	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:26231:8145;size=1;	0	0	0	288	60	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:26389:22115;size=1;	0	0	0	0	0	0	0	47	18	0	0	0	44	10	0	0
M02144:85:000000000-B48VY:1:2115:26473:15556;size=1;	1	0	0	0	3	202	109	1	0	9	0	7	0	0	0	0
M02144:85:000000000-B48VY:1:2115:26717:20686;size=1;	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	6
M02144:85:000000000-B48VY:1:2115:27067:20436;size=1;	0	0	0	0	0	1	0	0	0	822	335	233	1	0	0	1
M02144:85:000000000-B48VY:1:2115:27214:7400;size=1;	0	0	0	139	44	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:27679:6092;size=1;	5	53	0	0	0	0	0	0	0	2	0	0	0	0	0	5
M02144:85:000000000-B48VY:1:2115:28003:10800;size=1;	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:3675:14055;size=1;	1	0	0	2227	1003	1	0	1	2	4	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2115:3751:15899;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2115:4180:9658;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:4414:10222;size=1;	392	37	396	13	15	9	0	34	57	0	6	271	0	3	82	10
M02144:85:000000000-B48VY:1:2115:5275:16474;size=2;	0	0	0	0	0	0	0	0	0	1	304	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:5777:14624;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:2115:5787:8176;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
M02144:85:000000000-B48VY:1:2115:6501:5659;size=1;	0	0	0	0	0	0	0	5	1	0	0	0	5	5	0	0
M02144:85:000000000-B48VY:1:2115:6522:14598;size=1;	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:6631:12492;size=1;	0	0	0	0	0	85	4	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2115:6830:17853;size=4;	1	0	0	0	0	0	0	345	94	0	0	4	473	20	0	0
M02144:85:000000000-B48VY:1:2115:7003:18640;size=1;	0	35	0	0	0	1	0	8	7	0	0	29	0	0	0	0
M02144:85:000000000-B48VY:1:2115:7074:10664;size=1;	0	0	0	0	0	1	0	34	43	0	0	0	5	2	0	0
M02144:85:000000000-B48VY:1:2115:7241:3897;size=1;	0	0	0	0	0	0	0	0	0	47	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:7333:20891;size=1;	0	0	0	0	0	0	0	6	0	0	0	0	45	0	0	0
M02144:85:000000000-B48VY:1:2115:7651:18746;size=1;	0	1	0	0	0	0	0	1	1	1	1	0	22	251	0	0
M02144:85:000000000-B48VY:1:2115:7716:14271;size=1;	5	0	0	1	9	17	6	0	1	12	4	10	1	1	645	1
M02144:85:000000000-B48VY:1:2115:7729:17447;size=1;	0	0	0	0	0	0	0	18	17	0	0	1	43	60	0	0
M02144:85:000000000-B48VY:1:2115:7925:9408;size=1;	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:8013:14701;size=1;	0	0	0	20	16	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:8049:11704;size=1;	1	28	3	0	0	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:8278:5109;size=1;	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:8317:13488;size=1;	0	0	0	0	0	31	17	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:8620:8675;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0
M02144:85:000000000-B48VY:1:2115:8649:10814;size=1;	0	0	0	0	0	0	0	108	69	0	0	1	113	2	0	0
M02144:85:000000000-B48VY:1:2115:8865:8088;size=1;	0	0	0	52	50	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:9116:20491;size=1;	0	0	0	0	1	0	0	217	214	0	0	2	464	23	0	0
M02144:85:000000000-B48VY:1:2115:9210:6307;size=1;	0	0	0	577	458	0	0	1	0	2	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2115:9387:7848;size=1;	0	0	0	0	0	0	0	122	36	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:9440:8205;size=1;	0	0	0	0	0	0	0	84	41	0	0	2	382	14	0	1
M02144:85:000000000-B48VY:1:2115:9455:7683;size=1;	5	6	4	21	40	17	7	178	205	35	985	169	3657	29444	3	11
M02144:85:000000000-B48VY:1:2115:9469:20950;size=1;	5	0	1	1	3	2351	1291	0	2	1	0	4	1	1	5	0
M02144:85:000000000-B48VY:1:2115:9516:18624;size=1;	0	0	0	0	0	0	0	13	7	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:2115:9529:22473;size=1;	0	0	0	0	0	0	0	238	121	0	1	0	179	196	0	1
M02144:85:000000000-B48VY:1:2115:9575:14836;size=1;	0	0	0	0	0	0	0	25	17	0	0	1	55	0	0	0
M02144:85:000000000-B48VY:1:2115:9739:5349;size=1;	0	0	0	164	121	0	0	0	0	8	0	1	0	0	0	1
M02144:85:000000000-B48VY:1:2115:9822:10277;size=1;	0	0	0	7	1	4	3	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:10067:19335;size=1;	0	0	0	0	0	33	4	0	0	0	0	0	0	0	1	1
M02144:85:000000000-B48VY:1:2116:10147:17870;size=1;	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0
M02144:85:000000000-B48VY:1:2116:10295:16586;size=1;	1	0	0	0	1	0	0	0	0	1137	0	242	0	0	0	0
M02144:85:000000000-B48VY:1:2116:10320:9409;size=1;	0	0	0	0	0	0	0	58	82	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2116:10330:5459;size=1;	0	0	1	1621	1068	0	1	0	0	0	0	1	0	0	1	0
M02144:85:000000000-B48VY:1:2116:10660:5214;size=1;	0	0	0	0	0	0	0	14	13	0	0	0	10	0	0	0
M02144:85:000000000-B48VY:1:2116:10745:9499;size=1;	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:10998:5913;size=1;	0	0	0	0	0	0	0	102	50	0	0	1	82	1	0	0
M02144:85:000000000-B48VY:1:2116:11073:19654;size=1;	0	0	0	0	0	0	0	205	79	0	0	2	213	1	0	0
M02144:85:000000000-B48VY:1:2116:11549:3218;size=1;	0	0	0	0	0	0	0	5	8	0	0	0	61	29	0	0
M02144:85:000000000-B48VY:1:2116:11780:16271;size=1;	0	0	0	1	0	0	0	206	48	1	0	2	426	5	0	0
M02144:85:000000000-B48VY:1:2116:12526:5981;size=1;	0	0	0	0	0	0	0	101	39	0	1	1	69	1	1	0
M02144:85:000000000-B48VY:1:2116:12685:7997;size=1;	0	0	0	0	0	0	0	64	68	0	0	0	2	1	0	0
M02144:85:000000000-B48VY:1:2116:12687:14670;size=1;	0	0	0	0	0	11	2	0	0	0	0	38	0	0	0	0
M02144:85:000000000-B48VY:1:2116:13053:13568;size=1;	0	0	0	0	0	0	0	0	0	0	7	2	0	13	0	0
M02144:85:000000000-B48VY:1:2116:13111:8262;size=1;	0	0	0	0	0	0	0	17	11	0	0	0	19	0	0	0
M02144:85:000000000-B48VY:1:2116:13440:8165;size=1;	0	0	0	0	0	0	0	21	16	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:2116:13484:17712;size=1;	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:13514:8480;size=1;	0	0	0	0	0	0	0	34	10	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:13577:20079;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	81	27	1	0
M02144:85:000000000-B48VY:1:2116:13803:23459;size=1;	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:13832:11897;size=1;	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:13977:3813;size=1;	0	0	0	1	0	0	0	0	0	38	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:14390:7374;size=1;	0	0	0	0	0	0	0	46	57	0	0	0	51	6	0	0
M02144:85:000000000-B48VY:1:2116:14406:17642;size=1;	0	0	0	0	0	3	0	1	3	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:14470:4312;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	38	85	0	0
M02144:85:000000000-B48VY:1:2116:14509:8914;size=3;	0	26	0	4	1	8	1	27	12	0	0	12	20	81	0	0
M02144:85:000000000-B48VY:1:2116:14629:1973;size=1;	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0
M02144:85:000000000-B48VY:1:2116:14917:2505;size=1;	0	0	0	0	0	0	0	23	34	0	0	0	2	2	0	0
M02144:85:000000000-B48VY:1:2116:14953:13680;size=1;	1	0	0	1112	636	1	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:15128:9923;size=1;	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:15240:19583;size=1;	0	0	0	0	0	0	0	35	21	0	0	0	64	0	0	0
M02144:85:000000000-B48VY:1:2116:15277:22192;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:15345:14900;size=1;	0	0	0	0	1	0	0	0	0	20	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:2116:15377:14773;size=1;	0	0	0	0	0	0	0	62	78	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:15476:16742;size=1;	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2116:15492:7717;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0
M02144:85:000000000-B48VY:1:2116:15618:4397;size=1;	0	0	0	0	0	0	0	16	14	0	0	0	37	35	0	0
M02144:85:000000000-B48VY:1:2116:15621:22439;size=1;	0	0	0	0	0	0	0	97	73	0	0	0	77	2	0	0
M02144:85:000000000-B48VY:1:2116:15637:16292;size=1;	0	0	0	0	0	0	0	53	43	0	0	0	51	2	0	0
M02144:85:000000000-B48VY:1:2116:16011:21541;size=1;	0	0	0	21	21	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:16099:15195;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:16219:8612;size=1;	0	0	0	0	0	0	0	76	14	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:16295:20750;size=1;	0	0	0	0	0	0	0	18	21	0	0	0	0	3	0	0
M02144:85:000000000-B48VY:1:2116:16520:16690;size=1;	0	0	0	0	0	1	0	2	1	0	0	9	2	13	0	0
M02144:85:000000000-B48VY:1:2116:16792:9010;size=1;	0	0	0	49	54	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:16830:5233;size=2;	0	0	0	97	45	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:16895:20689;size=1;	0	0	0	0	0	0	0	8	7	0	0	0	46	10	0	0
M02144:85:000000000-B48VY:1:2116:16898:22203;size=1;	0	0	0	0	0	0	0	4	3	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:2116:17075:14322;size=1;	0	0	0	0	0	0	0	0	0	29	2	5	0	0	0	0
M02144:85:000000000-B48VY:1:2116:17437:3580;size=1;	0	0	7	1	2	1	0	705	622	0	1	3	583	110	1	0
M02144:85:000000000-B48VY:1:2116:17562:5995;size=1;	0	0	0	0	0	0	0	22	10	0	0	0	180	1	0	0
M02144:85:000000000-B48VY:1:2116:17571:8931;size=1;	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:17682:19057;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0
M02144:85:000000000-B48VY:1:2116:18050:13457;size=1;	0	0	0	0	0	0	0	7	9	0	1	0	91	119	0	0
M02144:85:000000000-B48VY:1:2116:18128:6302;size=1;	0	0	0	17	43	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18136:15226;size=1;	0	2	0	0	2	448	303	7	11	0	1	1	2	9	0	0
M02144:85:000000000-B48VY:1:2116:18171:11006;size=1;	0	0	0	2	1	0	0	0	0	33	0	9	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18187:12893;size=1;	0	20	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18263:3157;size=1;	0	0	0	0	0	27	8	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18299:11530;size=1;	1	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18306:20750;size=1;	0	0	0	0	0	0	0	0	0	163	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18390:7716;size=1;	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18410:3178;size=1;	0	0	0	1	0	0	0	1	0	0	0	0	6	21	0	0
M02144:85:000000000-B48VY:1:2116:18456:19838;size=6;	0	1	0	39	8	0	0	2	0	361	136	75	1	0	0	0
M02144:85:000000000-B48VY:1:2116:18556:23822;size=1;	0	0	0	38	28	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18607:12377;size=1;	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18793:14259;size=1;	0	0	0	0	0	0	1	0	0	0	3	2	19	231	0	0
M02144:85:000000000-B48VY:1:2116:18794:14587;size=1;	0	0	0	0	0	2	2	0	0	0	8	5	0	0	0	0
M02144:85:000000000-B48VY:1:2116:18945:16719;size=1;	0	0	0	0	0	0	0	0	0	6	65	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:19083:7707;size=1;	0	0	0	1	2	96	93	0	1	1	0	24	0	0	407	0
M02144:85:000000000-B48VY:1:2116:19089:15865;size=1;	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:19106:15207;size=1;	0	0	0	0	0	0	0	2	0	0	0	2	9	24	0	0
M02144:85:000000000-B48VY:1:2116:19179:6012;size=1;	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:19335:18635;size=1;	0	0	0	0	0	0	0	28	3	0	0	1	106	18	1	0
M02144:85:000000000-B48VY:1:2116:19413:18634;size=1;	1	0	0	0	0	0	0	30	18	43	0	13	0	2	187	0
M02144:85:000000000-B48VY:1:2116:19444:14627;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	45	0	0	0
M02144:85:000000000-B48VY:1:2116:19494:6502;size=1;	0	0	0	0	0	174	3	0	0	1	0	0	0	3	0	0
M02144:85:000000000-B48VY:1:2116:19583:12331;size=1;	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:2116:19760:13073;size=1;	0	0	0	0	0	68	66	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:20120:4704;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41
M02144:85:000000000-B48VY:1:2116:20133:22076;size=1;	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:20167:22844;size=1;	2	0	0	2	0	1	0	1282	1005	0	1	1	919	22	0	0
M02144:85:000000000-B48VY:1:2116:20462:22768;size=1;	0	0	0	0	0	0	0	695	530	0	0	1	205	6	0	0
M02144:85:000000000-B48VY:1:2116:20740:15405;size=1;	0	41	1	0	0	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2116:21073:18116;size=1;	0	0	0	0	0	0	0	31	10	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:2116:21258:9072;size=1;	0	0	0	93	73	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:21260:3185;size=1;	0	0	0	0	0	0	0	11	5	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:2116:21386:9863;size=1;	0	0	0	0	0	0	0	16	13	0	0	0	14	2	0	0
M02144:85:000000000-B48VY:1:2116:21437:10493;size=1;	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:21659:2360;size=1;	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:21920:13030;size=1;	0	0	0	0	0	0	0	296	192	0	0	1	295	7	0	0
M02144:85:000000000-B48VY:1:2116:22243:8622;size=1;	7	2	1	8170	11954	3	2	2	3	1	1	3	1	1	1	0
M02144:85:000000000-B48VY:1:2116:22505:3067;size=1;	0	0	0	1	0	33	21	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2116:22590:1454;size=1;	0	0	0	0	0	0	0	21	12	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2116:22952:9960;size=1;	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2116:22967:16012;size=1;	0	0	0	5	1	0	0	1	0	0	0	0	24	11	0	0
M02144:85:000000000-B48VY:1:2116:23088:16791;size=1;	0	0	0	0	0	0	0	165	46	0	0	0	26	23	1	0
M02144:85:000000000-B48VY:1:2116:23250:7477;size=1;	0	0	0	0	0	0	0	64	48	0	0	0	106	2	0	0
