	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:2113:7454:15722;size=1;	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:7814:22278;size=1;	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:7831:4373;size=1;	0	0	0	0	0	15	0	5	1	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2113:8105:16630;size=1;	0	0	0	0	0	0	0	85	63	0	0	0	5	0	0	0
M02144:85:000000000-B48VY:1:2113:8131:12244;size=1;	0	0	0	0	0	1	0	74	83	0	0	0	5	7	0	0
M02144:85:000000000-B48VY:1:2113:8156:13871;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0
M02144:85:000000000-B48VY:1:2113:8242:16152;size=1;	0	0	0	0	0	0	0	0	0	54	0	7	0	0	0	0
M02144:85:000000000-B48VY:1:2113:8438:19880;size=1;	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
M02144:85:000000000-B48VY:1:2113:8940:15673;size=1;	0	0	0	1	3	0	1	0	1	13	11	26	5	0	369	0
M02144:85:000000000-B48VY:1:2113:9111:10218;size=1;	1	0	0	0	4	10	18	0	0	1	0	6	2	1	487	0
M02144:85:000000000-B48VY:1:2113:9186:2782;size=1;	0	0	0	0	0	0	0	0	0	88	1	1	0	0	0	0
M02144:85:000000000-B48VY:1:2113:9359:13279;size=1;	3	26	0	1	4	3565	1009	1	2	0	1	627	0	1	0	0
M02144:85:000000000-B48VY:1:2113:9405:2290;size=1;	0	0	0	0	0	0	0	9	0	1	0	0	22	22	0	0
M02144:85:000000000-B48VY:1:2113:9422:13211;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M02144:85:000000000-B48VY:1:2113:9512:19941;size=1;	0	0	0	0	0	0	0	919	672	1	1	1	731	14	1	0
M02144:85:000000000-B48VY:1:2113:9685:14473;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0
M02144:85:000000000-B48VY:1:2113:9840:21053;size=1;	0	0	0	0	0	0	0	28	21	0	0	0	7	4	0	0
M02144:85:000000000-B48VY:1:2113:9930:13344;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:9975:4063;size=1;	0	30	0	4	1	6	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10004:22977;size=1;	0	1	5	0	2	4	0	697	716	0	1	4	686	208	1	0
M02144:85:000000000-B48VY:1:2114:10091:22833;size=1;	0	0	0	0	0	27	24	0	0	3	8	394	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10400:11648;size=1;	0	0	1	0	2	0	0	0	0	0	0	510	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10422:6287;size=1;	0	0	0	0	0	0	0	39	10	0	0	0	90	12	0	0
M02144:85:000000000-B48VY:1:2114:10467:17602;size=1;	0	0	0	0	1	8	3	0	0	0	0	1005	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10740:12389;size=1;	0	0	0	1	0	22	10	17	9	0	0	1	142	531	0	2
M02144:85:000000000-B48VY:1:2114:11047:20621;size=1;	0	0	0	0	0	0	0	0	0	86	1	12	0	0	0	0
M02144:85:000000000-B48VY:1:2114:11089:14574;size=2;	0	0	0	1	0	0	0	0	0	121	8	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:11217:15586;size=1;	0	0	1	191	105	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:11770:7288;size=1;	0	0	3	7	15	8	0	4	3	1739	13156	10210	6	4	1	4
M02144:85:000000000-B48VY:1:2114:11814:9067;size=1;	0	0	0	0	0	0	0	5	7	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:2114:11875:22768;size=1;	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:12235:14210;size=1;	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:12486:1875;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:12636:4335;size=1;	0	0	0	52	30	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:12856:24434;size=1;	0	0	0	0	0	0	0	39	47	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:13160:4459;size=1;	0	0	0	0	0	0	0	4	2	0	0	2	138	34	0	1
M02144:85:000000000-B48VY:1:2114:13209:14327;size=1;	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:13268:9613;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:13471:22690;size=1;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:13584:16547;size=1;	0	0	0	281	93	0	0	0	1	0	0	0	0	1	1	0
M02144:85:000000000-B48VY:1:2114:13679:14506;size=1;	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:13858:13625;size=1;	9	3	2	8	22	10	9	22	10	1	7	122	3452	18809	7	6
M02144:85:000000000-B48VY:1:2114:13914:11567;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0
M02144:85:000000000-B48VY:1:2114:14171:10018;size=1;	3	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:14206:13492;size=1;	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:14584:10450;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:14743:14566;size=1;	0	0	0	14	6	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:14883:15210;size=1;	0	0	0	0	0	0	0	62	19	0	0	0	12	5	0	0
M02144:85:000000000-B48VY:1:2114:15158:22674;size=1;	0	0	0	8	10	0	0	0	0	34	1	0	0	1	0	0
M02144:85:000000000-B48VY:1:2114:15564:21611;size=1;	0	2	8	1	8	206	189	0	0	15	2	77	2	0	1854	47
M02144:85:000000000-B48VY:1:2114:15607:10185;size=1;	1	0	0	0	0	0	0	226	171	0	0	1	54	2	0	0
M02144:85:000000000-B48VY:1:2114:15673:2407;size=1;	0	0	0	76	43	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:15804:7038;size=1;	0	0	0	0	0	121	149	0	0	0	0	2	1	2	0	0
M02144:85:000000000-B48VY:1:2114:15811:5414;size=1;	0	0	0	0	0	16	5	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2114:16011:17043;size=1;	0	0	0	1	0	612	557	1	3	1	0	2	1	0	0	0
M02144:85:000000000-B48VY:1:2114:16013:11207;size=1;	0	0	0	0	0	0	0	489	346	1	0	3	472	11	0	0
M02144:85:000000000-B48VY:1:2114:16057:22429;size=1;	0	0	0	0	0	0	0	0	0	22	189	0	0	1	0	0
M02144:85:000000000-B48VY:1:2114:16134:6751;size=1;	0	0	0	0	0	0	0	0	1	147	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:16164:21872;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
M02144:85:000000000-B48VY:1:2114:16215:3920;size=1;	0	0	0	146	32	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:16457:18775;size=1;	0	0	0	0	0	39	9	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2114:16534:11403;size=1;	0	0	0	0	0	0	0	22	8	0	0	0	37	28	0	0
M02144:85:000000000-B48VY:1:2114:16708:5746;size=1;	0	0	0	0	0	8	2	0	0	0	0	1	0	1	0	0
M02144:85:000000000-B48VY:1:2114:16711:5927;size=1;	0	0	0	1	0	108	27	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:17022:23920;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:2114:17095:22349;size=1;	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:17333:12579;size=1;	0	0	0	0	1	192	132	0	0	1	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:2114:17466:15939;size=1;	5	1	1	3	26	3	0	1	0	8156	57	18603	2	1	0	0
M02144:85:000000000-B48VY:1:2114:17592:24891;size=1;	2	5	2	5	9	2917	2836	1	8	0	2	72	3	1	0	1
M02144:85:000000000-B48VY:1:2114:18300:12900;size=1;	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:18446:9680;size=2;	0	0	0	0	0	131	106	0	1	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:18818:23901;size=3;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	207	0
M02144:85:000000000-B48VY:1:2114:19077:16389;size=1;	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:19277:1296;size=1;	0	0	0	12	17	0	0	0	0	7	0	0	0	0	0	2
M02144:85:000000000-B48VY:1:2114:19393:9301;size=1;	1	0	0	1	1	0	0	0	0	0	0	0	18	188	0	0
M02144:85:000000000-B48VY:1:2114:19423:20897;size=1;	0	0	0	288	128	0	0	0	0	15	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:19454:9697;size=1;	0	0	0	0	0	0	0	104	105	0	0	0	70	1	0	0
M02144:85:000000000-B48VY:1:2114:19493:21997;size=2;	0	0	0	0	0	0	0	69	80	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:19752:2919;size=1;	0	0	0	0	0	233	239	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:19937:10851;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0
M02144:85:000000000-B48VY:1:2114:20010:3456;size=1;	0	0	0	595	303	0	1	0	1	1	0	3	2	1	0	1
M02144:85:000000000-B48VY:1:2114:20083:13433;size=1;	2	1	8	0	0	1	0	723	724	0	2	9	630	108	4	1
M02144:85:000000000-B48VY:1:2114:20143:12316;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	34	2	0	0
M02144:85:000000000-B48VY:1:2114:20210:18633;size=1;	0	0	1	1	1	1	0	0	0	0	1	1625	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20365:15128;size=1;	0	0	0	0	0	0	0	7	6	0	0	0	14	8	0	0
M02144:85:000000000-B48VY:1:2114:20392:15573;size=1;	0	0	0	0	0	133	127	0	0	4	0	0	0	0	6	0
M02144:85:000000000-B48VY:1:2114:20539:13312;size=1;	1	0	1	15	16	3	1	14	3	86	633	55	578	3833	560	6
M02144:85:000000000-B48VY:1:2114:20540:23172;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20662:11584;size=1;	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20695:18026;size=1;	0	0	0	10	17	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20817:9867;size=1;	0	0	0	5	2	0	0	1	0	474	5	106	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20837:5551;size=1;	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:2114:20931:12185;size=1;	0	0	1	0	3	245	211	0	2	5	0	11	4	0	402	4
M02144:85:000000000-B48VY:1:2114:20981:10514;size=1;	0	8	0	8	2	3	4	1	1	0	8	15	0	0	0	0
M02144:85:000000000-B48VY:1:2114:21270:19280;size=1;	0	0	0	0	0	0	0	0	0	39	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:2114:21610:15898;size=1;	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:21887:7228;size=1;	0	0	0	0	0	0	0	411	368	0	0	0	332	12	0	0
M02144:85:000000000-B48VY:1:2114:21943:18039;size=1;	0	0	0	1	1	0	0	4	8	0	0	1841	0	1	1	0
M02144:85:000000000-B48VY:1:2114:21946:18677;size=1;	0	0	0	0	1	155	112	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2114:21970:23728;size=1;	0	0	0	1	3	0	0	0	0	31	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22116:8236;size=1;	0	0	0	0	0	0	0	0	2	0	0	1	44	36	0	0
M02144:85:000000000-B48VY:1:2114:22134:24894;size=1;	0	0	0	0	0	0	0	0	2	0	0	2	381	27	0	0
M02144:85:000000000-B48VY:1:2114:22306:14098;size=1;	0	1	0	1	1	487	494	0	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22320:23454;size=1;	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22328:11695;size=1;	0	0	0	0	0	0	0	10	14	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2114:22330:19443;size=1;	0	0	0	0	0	114	12	0	0	0	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22422:17535;size=1;	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22469:11745;size=1;	0	0	0	0	0	88	20	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22497:11555;size=1;	0	0	0	214	76	0	0	1	0	1	2	0	0	0	0	1
M02144:85:000000000-B48VY:1:2114:22512:2963;size=1;	0	0	0	0	0	0	0	449	275	0	0	1	380	10	0	0
M02144:85:000000000-B48VY:1:2114:22917:3593;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23118:14099;size=1;	0	0	0	0	0	0	0	7	0	0	0	0	34	1	0	0
M02144:85:000000000-B48VY:1:2114:23155:21594;size=1;	0	0	0	113	67	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23159:20486;size=2;	0	0	0	53	7	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23167:10472;size=1;	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23196:13544;size=2;	0	0	0	0	0	0	0	167	94	0	0	0	29	0	0	0
M02144:85:000000000-B48VY:1:2114:23624:20832;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23645:10439;size=1;	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23646:19215;size=1;	0	0	0	42	44	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24241:19554;size=1;	0	0	0	36	76	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24255:8433;size=1;	0	0	0	0	0	0	0	6	1	0	0	0	35	0	0	0
M02144:85:000000000-B48VY:1:2114:24257:12064;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0
M02144:85:000000000-B48VY:1:2114:24325:18317;size=1;	0	0	0	73	20	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24359:3822;size=1;	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24376:12080;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
M02144:85:000000000-B48VY:1:2114:24462:7740;size=1;	0	0	0	0	0	0	0	8	5	0	0	0	41	16	1	0
M02144:85:000000000-B48VY:1:2114:24783:13998;size=1;	0	0	0	46	46	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24801:10190;size=1;	0	0	0	0	0	0	0	54	62	0	1	0	56	2	0	0
M02144:85:000000000-B48VY:1:2114:24861:9819;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0
M02144:85:000000000-B48VY:1:2114:24940:10372;size=1;	0	0	0	0	0	0	0	33	13	0	0	0	75	5	0	0
M02144:85:000000000-B48VY:1:2114:25265:8148;size=1;	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:25542:18856;size=1;	2	0	0	956	1008	2	0	3	0	2	3	1	1	0	3	4721
M02144:85:000000000-B48VY:1:2114:25614:22533;size=1;	0	0	0	0	0	0	0	66	22	0	0	0	4	8	0	0
M02144:85:000000000-B48VY:1:2114:25655:22467;size=1;	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:25995:17791;size=1;	0	0	1	694	507	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2114:26049:13902;size=1;	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:26125:9349;size=1;	0	0	0	0	0	0	0	116	109	0	0	0	4	5	0	0
M02144:85:000000000-B48VY:1:2114:26283:4968;size=1;	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:26672:18221;size=1;	1	0	0	0	0	0	0	62	16	0	0	2	166	78	0	0
M02144:85:000000000-B48VY:1:2114:26860:21104;size=1;	0	0	0	156	119	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:26935:19799;size=3;	0	0	0	0	0	0	0	20	4	13	0	28	0	0	0	0
M02144:85:000000000-B48VY:1:2114:27588:17489;size=1;	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:27746:11863;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	18	3	0	0
M02144:85:000000000-B48VY:1:2114:27981:15524;size=1;	0	0	0	0	0	0	0	321	181	0	0	2	357	3	0	0
M02144:85:000000000-B48VY:1:2114:28080:9475;size=1;	0	0	0	0	0	0	0	0	0	32	0	6	0	0	0	0
M02144:85:000000000-B48VY:1:2114:28181:9818;size=1;	0	0	0	145	63	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:28239:17422;size=1;	0	0	0	0	0	0	0	20	11	0	0	0	21	0	0	0
M02144:85:000000000-B48VY:1:2114:28275:11256;size=1;	0	0	0	0	0	104	83	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:28787:10779;size=1;	2	69	0	1	0	0	0	0	0	0	0	0	0	0	0	8
M02144:85:000000000-B48VY:1:2114:3699:10430;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
M02144:85:000000000-B48VY:1:2114:3985:16544;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M02144:85:000000000-B48VY:1:2114:4164:19644;size=1;	0	0	0	19	8	10	0	34	21	0	0	52	1	4	0	0
M02144:85:000000000-B48VY:1:2114:4340:17714;size=1;	0	1	0	1	0	135	47	13	4	0	0	17	0	0	0	0
M02144:85:000000000-B48VY:1:2114:4983:13254;size=1;	0	0	0	0	0	0	0	0	0	65	32	13	0	0	0	0
M02144:85:000000000-B48VY:1:2114:5806:6458;size=1;	0	0	0	0	0	0	0	34	39	0	0	0	1	3	0	0
M02144:85:000000000-B48VY:1:2114:6044:19469;size=1;	1	0	0	0	0	0	0	3	2	1	0	1	339	68	0	0
M02144:85:000000000-B48VY:1:2114:6421:21324;size=1;	0	0	0	0	0	451	452	0	0	1	0	2	0	0	2	0
M02144:85:000000000-B48VY:1:2114:6448:15466;size=1;	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
M02144:85:000000000-B48VY:1:2114:6504:4664;size=1;	0	0	0	19	19	0	0	0	0	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:6668:20939;size=2;	1	0	0	0	0	0	0	23	2	0	0	0	51	11	0	0
M02144:85:000000000-B48VY:1:2114:6727:18537;size=1;	0	0	0	0	0	0	0	3	4	0	0	0	63	0	0	0
M02144:85:000000000-B48VY:1:2114:6746:20614;size=1;	0	0	0	0	0	0	0	52	15	0	0	1	261	5	0	0
M02144:85:000000000-B48VY:1:2114:6919:16835;size=1;	1	0	0	1	3	1166	785	0	1	2	0	1	1	0	1	0
M02144:85:000000000-B48VY:1:2114:7122:17263;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0
M02144:85:000000000-B48VY:1:2114:7139:19673;size=1;	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	4
M02144:85:000000000-B48VY:1:2114:7142:4961;size=1;	1	1	11	0	1	0	0	730	673	0	0	7	930	150	3	2
M02144:85:000000000-B48VY:1:2114:7386:4753;size=1;	7	5	6	15	22	2765	2435	12	19	9	1	545	28	29	1	9
M02144:85:000000000-B48VY:1:2114:7458:8901;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
M02144:85:000000000-B48VY:1:2114:7527:10394;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	23	5	0	0
M02144:85:000000000-B48VY:1:2114:7654:11160;size=1;	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:7731:11507;size=1;	0	0	0	10	41	0	0	0	0	0	15	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:8294:13238;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:8463:20343;size=1;	3	4	61	25	64	7521	5515	3	5	9	1	53	31	273	2	1
M02144:85:000000000-B48VY:1:2114:8663:12942;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	59	4	0	0
M02144:85:000000000-B48VY:1:2114:8986:5251;size=1;	0	0	0	109	58	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:9043:13538;size=1;	0	0	0	0	0	0	0	0	0	167	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:9084:18344;size=1;	0	0	0	0	0	11	2	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:9119:17984;size=1;	0	0	0	0	0	33	12	0	0	0	0	1	1	0	0	0
M02144:85:000000000-B48VY:1:2114:9182:8725;size=1;	3	3	1	25	78	334	167	5	2	10	24	97409	25	4	3	3
M02144:85:000000000-B48VY:1:2114:9364:23359;size=1;	0	0	0	0	1	0	0	4	1	0	0	1	103	0	0	0
M02144:85:000000000-B48VY:1:2114:9400:7229;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0
M02144:85:000000000-B48VY:1:2114:9619:19678;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:2115:10112:24829;size=1;	0	0	0	341	130	0	0	0	0	9	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10117:12965;size=1;	0	0	0	0	0	0	0	0	0	1	17	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10469:10539;size=1;	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10577:21877;size=1;	0	0	0	0	0	0	0	73	41	0	0	1	15	0	0	0
M02144:85:000000000-B48VY:1:2115:10597:11195;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	3	6	0	0
M02144:85:000000000-B48VY:1:2115:10664:10412;size=1;	0	0	0	20	18	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10759:25115;size=1;	235	222	227	5	0	0	0	2	0	2	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10931:17229;size=4;	0	0	0	287	147	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:11142:3344;size=1;	1	0	0	0	0	0	0	704	456	0	0	3	209	4	0	0
M02144:85:000000000-B48VY:1:2115:12101:11429;size=1;	0	0	0	0	0	0	0	1	0	145	0	14	0	0	0	0
M02144:85:000000000-B48VY:1:2115:12477:13500;size=1;	0	0	0	0	0	0	0	0	0	102	0	16	0	0	0	0
M02144:85:000000000-B48VY:1:2115:12487:17514;size=2;	0	0	0	179	108	2	2	220	5	36	28	194	49	56	0	0
M02144:85:000000000-B48VY:1:2115:12772:15091;size=1;	0	0	0	0	0	0	0	490	306	0	0	1	349	2	1	0
M02144:85:000000000-B48VY:1:2115:12852:21323;size=1;	1	0	0	0	0	0	0	1	1	0	0	3	528	110	0	0
M02144:85:000000000-B48VY:1:2115:12870:10716;size=1;	0	0	0	1	1	1	0	314	222	0	1	2	555	17	0	0
M02144:85:000000000-B48VY:1:2115:12903:8327;size=1;	0	0	0	3	0	0	0	19	6	173	54	25	0	0	0	0
M02144:85:000000000-B48VY:1:2115:13411:10448;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:2115:13669:5072;size=1;	1	0	0	54	51	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:13757:2543;size=1;	0	0	0	0	0	0	0	134	109	0	1	0	130	0	0	0
M02144:85:000000000-B48VY:1:2115:13758:4903;size=1;	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:13890:21831;size=1;	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:14252:11553;size=1;	0	0	0	0	0	0	0	61	71	0	0	0	5	1	0	0
M02144:85:000000000-B48VY:1:2115:14637:9645;size=5;	0	1	0	0	0	0	0	2	0	444	1930	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:14795:5757;size=1;	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	0
M02144:85:000000000-B48VY:1:2115:14960:13402;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
M02144:85:000000000-B48VY:1:2115:15411:13834;size=3;	0	0	0	0	0	1	0	0	0	34	670	30	0	0	1	1
M02144:85:000000000-B48VY:1:2115:15620:16197;size=1;	0	0	0	56	54	0	0	0	0	7	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:15703:20271;size=1;	0	0	1	2	1	2	0	1	1	4216	13	471	1	1	0	0
M02144:85:000000000-B48VY:1:2115:15772:19393;size=1;	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:16343:18474;size=1;	0	0	0	40	38	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:16409:5178;size=1;	0	0	0	0	0	0	0	320	64	0	0	0	5	0	0	0
M02144:85:000000000-B48VY:1:2115:16432:18274;size=1;	1	0	112	1	0	2	0	22	20	0	1	10	2252	112	17	0
M02144:85:000000000-B48VY:1:2115:16472:13613;size=1;	0	0	0	0	0	0	0	4	7	0	0	0	49	62	0	0
M02144:85:000000000-B48VY:1:2115:16572:18070;size=1;	0	0	0	190	198	0	0	1	0	4	0	2	1	3	0	0
M02144:85:000000000-B48VY:1:2115:16771:9816;size=1;	0	0	0	16	9	0	0	0	0	763	3	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:16855:2292;size=3;	4	0	0	5	1	125	1	136	148	1	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17026:9456;size=1;	0	0	0	0	0	0	0	2	2	0	0	0	25	7	0	0
M02144:85:000000000-B48VY:1:2115:17246:9233;size=1;	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
